Id,Name,Address,District,City,Latitude,Longitude,AvgRating,TotalReviews,TotalPictures,TotalViews,PriceMin,PriceMax,PriceRangeDisplay,Phone,IsOpening,HasDelivery,HasBooking,HasPromotion,PromotionTitle,Categories,Cuisines,PhotoUrl,FoodyUrl,DeliveryUrl
1088025,Cơm Gà Gia Vĩnh - Lê Thanh Nghị,"153 Lê Thanh Nghị, P. Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Quận Hải Châu,Đà Nẵng,16.0387702,108.2183003,10.0,1,1,0,,,,Đang cập nhật,True,False,False,False,,Quán ăn,,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsv4wkrq1jtl56@resize_ss640x400,https://www.foody.vn/da-nang/com-ga-gia-vinh-le-thanh-nghi,/da-nang/com-ga-gia-vinh-le-thanh-nghi/goi-mon
649406,Chè Xuân Trang - Kinh Dương Vương,"358 Kinh Dương Vương, P. Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Quận Liên Chiểu,Đà Nẵng,16.0800425,108.1615276,8.5,2,1,0,,,,Đang cập nhật,True,False,False,False,,Ăn vặt/vỉa hè,Món Miền Trung,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lstzsf8gyxzt81@resize_ss640x400,https://www.foody.vn/da-nang/che-xuan-trang-kinh-duong-vuong,/da-nang/che-xuan-trang-kinh-duong-vuong/goi-mon
452,Mì Quảng 1A,"1A Hải Phòng, Quận Hải Châu, Đà Nẵng",Quận Hải Châu,Đà Nẵng,16.072465,108.219076,6.938,108,350,0,,,,(0236) 3 827 936,True,False,False,False,,Quán ăn,Món Quảng,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lstpmfnxtlsp9b@resize_ss640x400,https://www.foody.vn/da-nang/mi-quang-1a,/da-nang/mi-quang-1a/goi-mon
128477,Mì Quảng Thi - Hoàng Diệu,"251 Hoàng Diệu, P. Nam Dương, Quận Hải Châu, Đà Nẵng",Quận Hải Châu,Đà Nẵng,16.058542,108.217113,7.528,100,406,0,,,,Đang cập nhật,True,False,False,False,,Quán ăn,Món Quảng,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsttnnfnm404c0@resize_ss640x400,https://www.foody.vn/da-nang/mi-quang-thi-hoang-dieu,/da-nang/mi-quang-thi-hoang-dieu/goi-mon
1000000209,Bún Đậu Mắm Tôm - Bếp Tiên,"278 Tô Hiến Thành, Quận Sơn Trà, Đà Nẵng",Quận Sơn Trà,Đà Nẵng,16.0561552,108.2442971,9.184,13,60,0,,,,Đang cập nhật,True,False,False,False,,"Quán ăn,, Giao cơm văn phòng",Món Việt,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvds6keparo9c@resize_ss640x400,https://www.foody.vn/da-nang/bun-dau-mam-tom-bep-tien,/da-nang/bun-dau-mam-tom-bep-tien/goi-mon
128823,Mì Quảng Ếch Bếp Trang - 441 Ông Ích Khiêm - Đà Nẵng,"441 Ông Ích Khiêm, P. Hải Châu 2, Quận Hải Châu, Đà Nẵng",Quận Hải Châu,Đà Nẵng,16.062735,108.215918,6.074,235,811,0,,,,Đang cập nhật,True,False,False,False,,Quán ăn,Món Quảng,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsttntto9i8p77@resize_ss640x400,https://www.foody.vn/da-nang/mi-quang-ech-bep-trang-441-ong-ich-khiem-da-nang,/da-nang/mi-quang-ech-bep-trang-441-ong-ich-khiem-da-nang/goi-mon
130686,Cơm Gà Quay A Hoàng - Hà Huy Tập,"341 Hà Huy Tập, P. An Khê, Quận Thanh Khê, Đà Nẵng",Quận Thanh Khê,Đà Nẵng,16.0589154,108.1853335,7.0,5,14,0,,,,Đang cập nhật,True,False,False,False,,Quán ăn,Món Miền Trung,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsttpzecqrb831@resize_ss640x400,https://www.foody.vn/da-nang/com-ga-quay-a-hoang-ha-huy-tap,/da-nang/com-ga-quay-a-hoang-ha-huy-tap/goi-mon
906935,Cháo Dinh Dưỡng Con Yêu,"5 Châu Thị Vĩnh Tế, P. Bắc Mỹ Phú, Quận Ngũ Hành Sơn, Đà Nẵng",Quận Ngũ Hành Sơn,Đà Nẵng,16.0537572,108.2394,9.28,5,31,0,,,,0935922489,True,False,False,False,,Quán ăn,Tây Nguyên,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu7evlk96e139@resize_ss640x400,https://www.foody.vn/da-nang/chao-dinh-duong-con-yeu,/da-nang/chao-dinh-duong-con-yeu/goi-mon
1015654,Mỳ Ý Tasty By Len,"12 An Thượng 5, P. Bắc Mỹ Phú, Quận Ngũ Hành Sơn, Đà Nẵng",Quận Ngũ Hành Sơn,Đà Nẵng,16.0490751,108.2455144,9.65,4,7,0,,,,0905849051,True,False,False,False,,Quán ăn,Món Việt,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu9rkjqhj2c73@resize_ss640x400,https://www.foody.vn/da-nang/tasty-by-len,/da-nang/tasty-by-len/goi-mon
963481,Cô Tâm - Bún Mắm & Bánh Bèo - Bánh Tráng Đập,"421 Hoàng Diệu, Quận Hải Châu, Đà Nẵng",Quận Hải Châu,Đà Nẵng,16.0583115,108.2169265,6.4,4,29,0,,,,0799488355,False,False,False,False,,Quán ăn,Món Miền Trung,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu8kxxs7aftbc@resize_ss640x400,https://www.foody.vn/da-nang/co-tam-bun-mam-banh-beo-banh-trang-dap,/da-nang/co-tam-bun-mam-banh-beo-banh-trang-dap/goi-mon
625640,Cháo Dinh Dưỡng Tâm Vang,"26 Châu Thị Vĩnh Tế, Quận Ngũ Hành Sơn, Đà Nẵng",Quận Ngũ Hành Sơn,Đà Nẵng,16.053138,108.239653,8.33,3,8,0,,,,Đang cập nhật,True,False,False,False,,Quán ăn,Món Việt,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lstyxw6vaeu1b1@resize_ss640x400,https://www.foody.vn/da-nang/chao-dinh-duong-tam-vang,/da-nang/chao-dinh-duong-tam-vang/goi-mon
6109,Quán Mậu - Bánh Tráng Thịt Heo,"35 Đỗ Thúc Tịnh, Quận Cẩm Lệ, Đà Nẵng",Quận Cẩm Lệ,Đà Nẵng,16.0258117,108.2098243,7.23,83,264,0,,,,Đang cập nhật,True,False,False,False,,Quán ăn,Món Quảng,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lstq1kjagwxw96@resize_ss640x400,https://www.foody.vn/da-nang/quan-mau-banh-trang-thit-heo,/da-nang/quan-mau-banh-trang-thit-heo/goi-mon
1117037,Kem Dừa Mã Lai - Hàm Nghi,"72 Hàm Nghi, Khu A Chung Cư Hagl, P. Thác Gián, Quận Thanh Khê, Đà Nẵng",Quận Thanh Khê,Đà Nẵng,16.062332,108.21051,9.8,1,1,0,,,,Đang cập nhật,False,False,False,False,,Ăn vặt/vỉa hè,,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsv76xivhfpg19@resize_ss640x400,https://www.foody.vn/da-nang/kem-dua-ma-lai-ham-nghi,/da-nang/kem-dua-ma-lai-ham-nghi/goi-mon
1063341,Ẩm Thực Chay Tỉnh Quán - Bún Mẹt & Cơm Chiên Nấm Rong Biển,"11 Trần Nhật Duật, P. Thọ Quang, Quận Sơn Trà, Đà Nẵng",Quận Sơn Trà,Đà Nẵng,16.1007436,108.2541125,9.2,1,3,0,,,,Đang cập nhật,True,False,False,False,,Ăn chay,Món Việt,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsv2vrfa2case1@resize_ss640x400,https://www.foody.vn/da-nang/am-thuc-chay-tinh-quan-bun-met-com-chien-nam-rong-bien,/da-nang/am-thuc-chay-tinh-quan-bun-met-com-chien-nam-rong-bien/goi-mon
1000046140,Shin - Sushi - Thái Phiên,"69 Thái Phiên, P. Phước Ninh, Quận Hải Châu, Đà Nẵng",Quận Hải Châu,Đà Nẵng,16.0649996,108.2214063,10.0,1,17,0,,,,Đang cập nhật,True,False,False,False,,Quán ăn,Món Nhật,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvfmq670vx5f1@resize_ss640x400,https://www.foody.vn/da-nang/shin-sushi-thai-phien,/da-nang/shin-sushi-thai-phien/goi-mon
1049871,Pizza Time - 61 Trần Quốc Toản,"61 Trần Quốc Toản, P. Phước Ninh, Quận Hải Châu, Đà Nẵng",Quận Hải Châu,Đà Nẵng,16.0660807,108.2215504,8.8,2,3,0,,,,Đang cập nhật,True,False,False,False,,Quán ăn,Món Việt,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsv1ttwcfau1e5@resize_ss640x400,https://www.foody.vn/da-nang/pizza-time-61-tran-quoc-toan,/da-nang/pizza-time-61-tran-quoc-toan/goi-mon
950923,Cơm Tấm Thanh Nhàn - Yên Bái,"14 Yên Bái, P. Hải Châu 1, Quận Hải Châu, Đà Nẵng",Quận Hải Châu,Đà Nẵng,16.070269,108.222685,8.1,2,3,0,,,,0901998452 - 0905387874,True,False,False,False,,Quán ăn,Món Việt,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu8bpaozdtwb6@resize_ss640x400,https://www.foody.vn/da-nang/com-tam-thanh-nhan-yen-bai,/da-nang/com-tam-thanh-nhan-yen-bai/goi-mon
698124,Ốc Thái Lan - Nguyễn Tri Phương,"424 Nguyễn Tri Phương, P. Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng",Quận Hải Châu,Đà Nẵng,16.052424,108.210645,7.284,31,125,0,,,,0935 922 113 ,False,False,False,False,,Quán ăn,Món Việt,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu1jcc89j1531@resize_ss640x400,https://www.foody.vn/da-nang/oc-thai-lan,/da-nang/oc-thai-lan/goi-mon
6081,Bánh Xèo Bà Dưỡng,"K280/23 Hoàng Diệu, Quận Hải Châu, Đà Nẵng",Quận Hải Châu,Đà Nẵng,16.0591152,108.2161031,6.61,482,1314,0,,,,(0236) 3 873 168,True,False,False,False,,Quán ăn,Món Quảng,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lstq1bohfg7831@resize_ss640x400,https://www.foody.vn/da-nang/banh-xeo-ba-duong,/da-nang/banh-xeo-ba-duong/goi-mon
879787,Quán Thủy - Bún Bò Huế - Đống Đa,"54 Đống Đa, P. Thuận Phước, Quận Hải Châu, Đà Nẵng",Quận Hải Châu,Đà Nẵng,16.081951,108.219565,1.6,1,0,0,,,,0905052757,True,False,False,False,,Quán ăn,Món Việt,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu6t8le8f4p7c@resize_ss640x400,https://www.foody.vn/da-nang/quan-thuy-bun-bo-hue-dong-da,/da-nang/quan-thuy-bun-bo-hue-dong-da/goi-mon
933952,Cơm Gà Phương - Nguyễn Phước Tần,"154 Nguyễn Phước Tần, P. Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",Quận Cẩm Lệ,Đà Nẵng,16.0166336,108.1986718,9.3,2,3,0,,,,Đang cập nhật,True,False,False,False,,Quán ăn,Món Miền Trung,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu7wzgybhs48f@resize_ss640x400,https://www.foody.vn/da-nang/com-ga-phuong-nguyen-phuoc-tan,/da-nang/com-ga-phuong-nguyen-phuoc-tan/goi-mon
784337,Gà rán và Mì Ý - Jollibee - Tiểu La,"32 Tiểu La, P. Hoà Cường Bắc, Quận Hải Châu, Đà Nẵng",Quận Hải Châu,Đà Nẵng,16.04651,108.221246,6.37,47,87,0,,,,Đang cập nhật,True,False,False,False,,Quán ăn,Philippines,https://down-vn.img.susercontent.com/vn-11134513-81ztc-moi1i6wfebd7ab@resize_ss640x400,https://www.foody.vn/da-nang/ga-ran-va-mi-y-jollibee-tieu-la,/da-nang/ga-ran-va-mi-y-jollibee-tieu-la/goi-mon
120614,Đại Nhân - Nhậu Bình Dân,"142/17 Hàm Nghi, P. Thạc Gián, Quận Thanh Khê, Đà Nẵng",Quận Thanh Khê,Đà Nẵng,16.061064,108.210961,7.972,14,79,0,,,,Đang cập nhật,False,False,False,False,,"Quán ăn,, Quán nhậu",Món Việt,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsttdgo8bq2scc@resize_ss640x400,https://www.foody.vn/da-nang/dai-nhan-nhau-binh-dan,/da-nang/dai-nhan-nhau-binh-dan/goi-mon
